Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.6,2.6,,,2.6,2.7,Age,25-44,C1,T2,HC201,Crude,BOC03,AGE04,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),11.3,11.3,,,11.1,11.5,Age,45-64,C1,T2,HC201,Crude,BOC03,AGE05,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),16.5,16.5,,,16.3,16.7,Age,65+,C1,T2,HC201,Crude,BOC03,AGE06,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),13.2,13.2,,,13.0,13.4,Age,35+,C1,T2,HC201,Crude,BOC03,AGE07,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),17.2,17.2,,,17.0,17.4,Age,75+,C1,T2,HC201,Crude,BOC03,AGE08,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),10.7,10.7,,,10.5,10.9,Overall,Overall,C1,T2,HC201,Crude,BOC01,OVR01,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),14.4,14.4,,,14.1,14.7,Gender,Male,C1,T2,HC201,Crude,BOC02,GEN01,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),8.1,8.1,,,8.0,8.3,Gender,Female,C1,T2,HC201,Crude,BOC02,GEN02,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.7,0.7,,,0.7,0.8,Age,18-24,C1,T2,HC201,Crude,BOC03,AGE01,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.6,2.6,,,2.5,2.7,Age,25-44,C1,T2,HC201,Crude,BOC03,AGE04,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),11.2,11.2,,,11.0,11.5,Age,45-64,C1,T2,HC201,Crude,BOC03,AGE05,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),16.3,16.3,,,16.1,16.5,Age,65+,C1,T2,HC201,Crude,BOC03,AGE06,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),13.1,13.1,,,12.9,13.3,Age,35+,C1,T2,HC201,Crude,BOC03,AGE07,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of all heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),17.1,17.1,,,16.9,17.3,Age,75+,C1,T2,HC201,Crude,BOC03,AGE08,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.2,3.2,,,3.1,3.3,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.0,3.0,,,2.8,3.1,Gender,Male,C1,T2,HC203,Crude,BOC02,GEN01,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.6,3.6,,,3.5,3.7,Gender,Female,C1,T2,HC203,Crude,BOC02,GEN02,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.6,1.6,,,1.2,2.1,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.4,1.4,,,1.3,1.5,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.6,1.6,,,1.5,1.7,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.2,4.2,,,4.1,4.3,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.3,3.3,,,3.2,3.4,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.1,5.1,,,5.0,5.3,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.1,3.1,,,3.0,3.2,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.7,2.9,Gender,Male,C1,T2,HC203,Crude,BOC02,GEN01,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.4,3.4,,,3.3,3.5,Gender,Female,C1,T2,HC203,Crude,BOC02,GEN02,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.4,1.4,,,1.0,1.8,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.2,1.2,,,1.1,1.3,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.5,1.5,,,1.4,1.6,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.0,4.0,,,3.9,4.1,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.1,3.1,,,3.0,3.2,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.9,4.9,,,4.8,5.1,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.7,2.9,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.5,2.5,,,2.4,2.6,Gender,Male,C1,T2,HC203,Crude,BOC02,GEN01,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.1,3.1,,,3.0,3.2,Gender,Female,C1,T2,HC203,Crude,BOC02,GEN02,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.4,1.4,,,1.1,2.0,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.1,1.1,,,1.0,1.2,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.4,1.4,,,1.4,1.5,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.7,3.7,,,3.5,3.8,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.7,2.9,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.5,4.5,,,4.4,4.6,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.7,2.9,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.5,2.5,,,2.5,2.6,Gender,Male,C1,T2,HC203,Crude,BOC02,GEN01,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.1,3.1,,,3.0,3.2,Gender,Female,C1,T2,HC203,Crude,BOC02,GEN02,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.6,1.6,,,1.2,2.2,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.1,1.1,,,1.0,1.2,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.5,1.5,,,1.4,1.6,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.6,3.6,,,3.5,3.7,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.7,2.9,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.4,4.4,,,4.3,4.5,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.8,2.9,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.6,2.6,,,2.5,2.7,Gender,Male,C1,T2,HC203,Crude,BOC02,GEN01,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.1,3.1,,,3.0,3.2,Gender,Female,C1,T2,HC203,Crude,BOC02,GEN02,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.3,1.3,,,0.9,1.7,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.2,1.2,,,1.1,1.4,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.6,1.6,,,1.5,1.6,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.6,3.6,,,3.5,3.7,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.9,2.9,,,2.8,3.0,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.4,4.4,,,4.3,4.6,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.7,2.9,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.6,2.6,,,2.5,2.7,Gender,Male,C1,T2,HC203,Crude,BOC02,GEN01,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.9,2.9,,,2.9,3.0,Gender,Female,C1,T2,HC203,Crude,BOC02,GEN02,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.6,1.6,,,1.2,2.1,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.3,1.3,,,1.2,1.5,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.6,1.6,,,1.5,1.7,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.5,3.5,,,3.4,3.6,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.7,2.9,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.2,4.2,,,4.1,4.3,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.7,2.9,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.6,2.6,,,2.5,2.7,Gender,Male,C1,T2,HC203,Crude,BOC02,GEN01,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.0,3.0,,,2.9,3.1,Gender,Female,C1,T2,HC203,Crude,BOC02,GEN02,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.3,1.3,,,0.9,1.8,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.3,1.3,,,1.2,1.4,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.6,1.6,,,1.5,1.7,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.5,3.5,,,3.4,3.6,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.7,2.9,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.2,4.2,,,4.1,4.3,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.9,2.9,,,2.8,2.9,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.7,2.7,,,2.6,2.8,Gender,Male,C1,T2,HC203,Crude,BOC02,GEN01,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.0,3.0,,,2.9,3.1,Gender,Female,C1,T2,HC203,Crude,BOC02,GEN02,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.6,1.6,,,1.2,2.1,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.3,1.3,,,1.2,1.5,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.8,1.8,,,1.7,1.8,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.5,3.5,,,3.4,3.6,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.9,2.9,,,2.8,3.0,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.2,4.2,,,4.1,4.4,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.9,2.9,,,2.8,2.9,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among all heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.7,2.7,,,2.7,2.8,Gender,Male,C1,T2,HC203,Crude,BOC02,GEN01,59,
